id;genres;keywords;original_title;runtime;vote_average;vote_count;director
11699;Drama Crime;police brutality organized crime policeman illegal drugs murder investigation;The Bad Lieutenant: Port of Call - New Orleans;122.0;6.0;326;Werner Herzog
49953;Animation Family;global warming sea turtle 3d;Sammy's avonturen: De geheime doorgang;88.0;5.6;151;Ben Stassen
48034;Comedy Drama;american football country house motorboat male female relationship thirty something;Les petits mouchoirs;154.0;7.1;380;Guillaume Canet
39845;Drama;independent film;Love Ranch;117.0;6.0;21;Taylor Hackford
25353;Family Adventure Animation;cat surrealism cartoon cat;La véritable histoire du Chat Botté;82.0;3.8;7;J\u00e9r\u00f4me Deschamps
36696;Family Animation;russia space mission space outer space dog;Белка и Стрелка. Звёздные собаки;85.0;6.3;10;Inna Evlannikova
109091;Thriller Crime Drama;poetry lawyer drug smuggling drug trafficking red dress;The Counselor;117.0;5.0;712;Ridley Scott
38543;Romance Adventure Action History;ambush hero fight castle battlefield;Ironclad;121.0;6.2;227;Jonathan English
33157;History Action Drama;biography napoleon bonaparte waterloo;Waterloo;128.0;7.0;31;Sergey Bondarchuk
290864;Crime Action Thriller;martial arts kung fu serial killer;一個人的武林;100.0;6.5;114;Teddy Chan
242166;Action Thriller;love triangle middle east fight kidnapping missile;Red Sky;100.0;4.1;26;Mario Van Peebles
859;Drama Romance;lovesickness sexuality cheating cynic ladykiller;Dangerous Liaisons;119.0;7.0;257;Stephen Frears
83770;Adventure Drama;based on novel cemetery narration nudity funeral;On the Road;137.0;5.5;301;Walter Salles
168;Science_Fiction Adventure;saving the world san francisco uss enterprise-a time travel whale;Star Trek IV: The Voyage Home;119.0;6.9;477;Leonard Nimoy
1246;Drama;philadelphia transporter fight love of one's life publicity;Rocky Balboa;102.0;6.5;835;Sylvester Stallone
4233;Horror Mystery;film festivals slaughter slasher;Scream 2;120.0;6.1;840;Wes Craven
174751;Action Drama Western;;Jane Got a Gun;98.0;5.4;285;Gavin O'Connor
184098;Comedy Romance;;Think Like a Man Too;105.0;6.4;225;Tim Story
1788;Drama Family Music Romance;dancing dancer dance music dance teacher;Footloose;107.0;6.4;505;Herbert Ross
11635;Comedy;sex doll streaking mouth to mouth resuscitation;Old School;91.0;6.6;541;Todd Phillips
177;Comedy Drama;holy grail homeless person loss of lover mental disease sense of guilt;The Fisher King;137.0;7.2;341;Terry Gilliam
3600;Horror Mystery Thriller;competition island radio bahamas college;I Still Know What You Did Last Summer;100.0;5.1;374;Danny Cannon
2621;Romance Comedy Drama;transplantation love of one's life veterinarian woman director;Return to Me;115.0;6.1;67;Bonnie Hunt
10358;Comedy;pornography love of one's life platonic love pornographic video best friend;Zack and Miri Make a Porno;102.0;6.1;721;Kevin Smith
10480;Comedy Crime Thriller;independent film native american violence soap opera used car dealer;Nurse Betty;108.0;5.9;111;Neil LaBute
10313;Comedy War;vietnam veteran kuwait new age staring contest drug use;The Men Who Stare at Goats;93.0;5.9;742;Grant Heslov
18828;Adventure Drama Action Comedy Romance;mexico cia fbi train;Double Take;88.0;5.5;24;George Gallo
3558;Drama;based on novel suicide attempt puberty biography borderline personality disorder;Girl, Interrupted;127.0;7.6;721;James Mangold
13476;Comedy Romance;celebrity romantic comedy male female relationship movie star;Win a Date with Tad Hamilton!;95.0;5.5;160;Robert Luketic
10208;Fantasy Comedy Science_Fiction Family;puppet the muppets;Muppets from Space;87.0;5.8;92;Tim Hill
24961;Adventure Family Fantasy Music;melancholy little dog based on stage musical based on film wizard;The Wiz;134.0;5.9;58;Sidney Lumet
20697;Action Comedy Drama;wrestling sport;Ready to Rumble;107.0;4.7;49;Brian Robbins
20761;Comedy Drama;sport;Play It to the Bone;124.0;5.7;53;Ron Shelton
70868;Romance Comedy;pregnancy family vacation widower working mum in-laws;I Don't Know How She Does It;89.0;5.0;141;Douglas McGrath
43593;Comedy Horror;yacht movie in movie scuba diving piranha spring break;Piranha 3D;88.0;5.3;581;Alexandre Aja
6478;Drama Music;musical perfectionist rowboat courtship;Beyond the Sea;118.0;6.5;55;Kevin Spacey
40688;Animation Comedy Family;;Meet the Deedles;93.0;4.1;19;Steve Boyum
26672;Adventure Fantasy Animation Science_Fiction Family;prophecy witch princess battle desert;The Thief and the Cobbler;72.0;6.8;26;Richard Williams
45881;Romance Drama;based on novel bridge peru period drama 18th century;The Bridge of San Luis Rey;120.0;5.4;15;Mary McGuckian
41283;Crime Drama Action Thriller;;Faster;98.0;6.1;568;George Tillman, Jr.
4935;Fantasy Animation Adventure;flying witch rain castle scarecrow;ハウルの動く城;119.0;8.2;1991;Hayao Miyazaki
19908;Comedy Horror;washington d.c. sister sister relationship post-apocalyptic road trip blood splatter;Zombieland;88.0;7.2;3550;Ruben Fleischer
10663;Comedy;sport social outcast ridicule lawn mower deserted by husband;The Waterboy;90.0;5.9;512;Frank Coraci
1891;Adventure Action Science_Fiction;rebel android asteroid space battle snow storm;The Empire Strikes Back;124.0;8.2;5879;Irvin Kershner
9737;Action Comedy Crime Thriller;miami detective handcuffs airport mexican standoff;Bad Boys;118.0;6.5;1699;Michael Bay
37137;Comedy Crime;washington d.c. usa president spoof the white house;The Naked Gun 2½: The Smell of Fear;85.0;6.6;546;David Zucker
9532;Horror;omen airplane accident corpse death near-death experience;Final Destination;98.0;6.4;1378;James Wong
10316;Drama;ohio politics dirty tricks presidential campaign endorsement;The Ides of March;101.0;6.5;910;George Clooney
2787;Thriller Science_Fiction Action;darkness dystopia comet alien life-form survival;Pitch Black;108.0;6.7;1789;David Twohy
12658;Comedy Romance;feminism cohabitant tv show man-woman relation man between two women;Someone Like You...;97.0;6.0;118;Tony Goldwyn
152601;Romance Science_Fiction Drama;artificial intelligence computer love loneliness transhumanism;Her;126.0;7.9;4097;Spike Jonze
10866;Mystery Thriller Drama;colorado friendship stalker pokies truck driver;Joy Ride;97.0;6.3;325;John Dahl
227707;Fantasy Adventure Family;london england based on novel key adventure supernatural;The Adventurer: The Curse of the Midas Box;99.0;5.1;73;Jonathan Newman
21349;Drama Comedy Romance;dream;Anywhere But Here;114.0;5.9;66;Wayne Wang
19150;Action Comedy;;The Crew;88.0;6.4;11;Michael Dinner
70435;Action Thriller;mercenary secret agent rescue foot chase spanish;Haywire;93.0;5.6;505;Steven Soderbergh
580;Adventure Thriller;shark attack bahamas dying and death aggression by animal sequel;Jaws: The Revenge;89.0;3.5;224;Joseph Sargent
9819;Drama;sister sister relationship sister leukemia reunion cancer;Marvin's Room;98.0;6.6;124;Jerry Zaks
13579;Drama Family;;The Longshots;94.0;6.5;11;Fred Durst
2453;Action Thriller;corruption harley davidson drug dealer los angeles las vegas;Harley Davidson and the Marlboro Man;98.0;6.1;82;Simon Wincer
6973;History Drama Thriller Crime Mystery;father son relationship detective war crimes patriotism homicide;In the Valley of Elah;124.0;6.6;261;Paul Haggis
11156;Drama History;fashion designer woman director;Coco avant Chanel;110.0;6.6;246;Anne Fontaine
354110;Western Drama;;Forsaken;90.0;5.8;101;Jon Cassar
22215;Drama Comedy Romance;;Chéri;86.0;5.9;56;Stephen Frears
11632;Drama Romance;london england british empire lover advancement aristocrat;Vanity Fair;141.0;5.5;73;Mira Nair
30596;Drama Action History;assassination martial arts sword blood splatter impalement;十月圍城;139.0;6.5;57;Teddy Chan
3021;Horror Thriller;suicide new york hotel fire hotel room;1408;104.0;6.5;1343;Mikael H\u00e5fstr\u00f6m
957;Comedy Science_Fiction;android lasergun swordplay temple space marine;Spaceballs;96.0;6.7;902;Mel Brooks
256917;War Drama;istanbul australia post world war i farmer missing in action;The Water Diviner;112.0;6.8;431;Russell Crowe
251;Fantasy Drama Thriller Mystery Romance;corruption fortune teller money transfer money laundering pottery;Ghost;127.0;6.9;1339;Jerry Zucker
544;Romance Comedy;surgeon stalker romantic comedy dream girl taboo;There's Something About Mary;119.0;6.5;1590;Bobby Farrelly
11395;Fantasy Drama Comedy Family;holiday christmas party santa claus deal christmas tree;The Santa Clause;97.0;6.3;489;John Pasquin
14635;Drama Family;father son relationship baseball sports team sport life's dream;The Rookie;127.0;6.5;110;John Lee Hancock
13680;Comedy Family;american football bachelor sports team sport aerobics;The Game Plan;110.0;6.0;428;Andy Fickman
688;Drama Romance;farewell adultery love at first sight photographer wife husband relationship;The Bridges of Madison County;135.0;7.3;385;Clint Eastwood
11090;Action Comedy;dream employee car crash scientist police officer;The Animal;84.0;4.6;304;Luke Greenfield
783;Drama History;muslim indian lead demonstration world war ii imprisonment;Gandhi;191.0;7.4;716;Richard Attenborough
228194;Drama;france based on novel indian lead restaurant family;The Hundred-Foot Journey;122.0;7.3;508;Lasse Hallstr\u00f6m
1642;Crime Drama Mystery Thriller Action;cheating new identity computer virus chase computer;The Net;114.0;5.6;354;Irwin Winkler
10950;Drama;foster parents pro bono new baby social services learning;I Am Sam;132.0;7.2;530;Jessie Nelson
235260;Drama;biography resurrection;Son of God;138.0;5.9;83;Christopher Spencer
277;Fantasy Action Thriller;budapest subway love of one's life vampire bite;Underworld;121.0;6.6;2512;Len Wiseman
8999;Drama Thriller;prison chicago rape based on novel hotel room;Derailed;108.0;6.1;319;Mikael H\u00e5fstr\u00f6m
11323;Drama Comedy Crime;agriculture company witness to murder;The Informant!;108.0;6.0;301;Steven Soderbergh
10445;Drama Romance;bachelor stroke of fate brother oxford author;Shadowlands;131.0;6.8;61;Richard Attenborough
11453;Comedy;painter amsterdam dolphin europe pimp;Deuce Bigalow: European Gigolo;83.0;4.7;225;Mike Bigelow
146239;Comedy;remake sperm donor;Delivery Man;105.0;6.2;551;Ken Scott
205588;Thriller;based on novel woman director;Our Kind of Traitor;108.0;6.0;160;Susanna White
10878;Comedy Crime Romance;female nudity harassment male friendship dark comedy director cameo;Saving Silverman;90.0;5.4;154;Dennis Dugan
82650;Comedy Family;best friend sweet sixteen duringcreditsstinger;Diary of a Wimpy Kid: Dog Days;94.0;6.0;223;David Bowers
10279;Thriller Drama Crime Romance;distrust intolerance punk rock italian american summer;Summer of Sam;142.0;6.3;112;Spike Lee
2294;Comedy;film making jay and silent bob self mocking character is subject of comic reference to prince valiant;Jay and Silent Bob Strike Back;104.0;6.4;480;Kevin Smith
2176;Drama Thriller;california brother sister relationship loss of parents suspense psychological thriller;The Glass House;106.0;5.4;201;Daniel Sackheim
270487;Comedy Drama Mystery;journalist cat ransom kidnapping ancient rome;Hail, Caesar!;106.0;5.7;1309;Joel Coen
19366;Comedy Music;manager pop secret small town garage;Josie and the Pussycats;98.0;5.3;72;Deborah Kaplan
204082;Action Thriller;based on novel drug dealer ex-cop rural setting undercover cop;Homefront;100.0;6.4;875;Gary Fleder
24100;Family Horror;based on novel vampire bite independent film fang vamp;The Little Vampire;95.0;6.1;77;Uli Edel
1599;Comedy Romance;sex detective jealousy humor protest;I Heart Huckabees;106.0;6.2;239;David O. Russell
5550;Action Adventure Crime Science_Fiction Thriller;cyborg dystopia police sequel cyberpunk;RoboCop 3;104.0;4.2;305;Fred Dekker
30379;Action Science_Fiction Thriller;dystopia;Megiddo: The Omega Code 2;104.0;3.6;8;Brian Trenchard-Smith
17709;Comedy Family Romance;based on cartoon mountie;Dudley Do-Right;77.0;3.8;48;Hugh Wilson
287948;Thriller Action Crime;transporter sequel suspense car bank heist;The Transporter Refueled;96.0;5.2;559;Camille Delamarre
7548;Drama Romance;london england sex dying and death poet theatre milieu;The Libertine;114.0;5.9;128;Laurence Dunmore
9075;Drama Thriller War;in love with enemy netherlands world war ii prosecution;Zwartboek;145.0;7.2;277;Paul Verhoeven
11661;Romance Drama History War Music;holiday world war i hostility singer singing;Joyeux Noël;116.0;7.2;212;Christian Carion
109513;Action Comedy Romance;witness protection getaway driver duringcreditsstinger;Hit & Run;100.0;5.5;224;Dax Shepard
12085;Action Comedy Crime;gang hoodlum woman director;Mad Money;104.0;5.9;140;Callie Khouri
204922;Mystery Thriller;amnesia therapist aggression hospital flashback;Before I Go to Sleep;92.0;6.2;659;Rowan Joffe
38985;Action Thriller Adventure;dynamite car journey nicaragua criminal bandit;Sorcerer;121.0;7.4;98;William Friedkin
44113;Drama;prison fire manipulation seduction vegetarian;Stone;105.0;5.2;192;John Curran
21494;Romance Drama Comedy;playwright;Molière;115.0;6.7;45;Laurent Tirard
164457;Thriller Drama Crime;prison brother brother relationship drug dealer brother revenge;Out of the Furnace;116.0;6.5;720;Scott Cooper
4566;Drama Mystery Crime;killing restaurant chambers of a barrister scandal pretended suicide;Michael Clayton;119.0;6.5;501;Tony Gilroy
17795;Comedy Drama;white house usa president national security agency (nsa) danger sable;My Fellow Americans;101.0;6.3;46;Peter Segal
1073;Drama Thriller Mystery;bomb terrorist fbi professor paranoia;Arlington Road;117.0;7.0;239;Mark Pellington
153158;Animation Adventure Romance;soccer;Metegol;106.0;6.0;122;Juan Jos\u00e9 Campanella
10724;Science_Fiction Action Adventure Thriller;flying pilot kampfjet false identity assault;Firefox;136.0;5.5;139;Clint Eastwood
9473;Animation Comedy Music;gay mount rushmore national memorial swear word mephisto hell;South Park: Bigger, Longer & Uncut;81.0;7.1;893;Trey Parker
2196;Comedy Drama;brother brother relationship farewell father son relationship age difference parents kids relationship;Death at a Funeral;90.0;6.9;497;Frank Oz
1499;Action Adventure Comedy Family Fantasy;japan time travel ninja;Teenage Mutant Ninja Turtles III;96.0;5.1;184;Stuart Gillard
20857;Comedy Romance;gay;Hardball;106.0;6.3;123;Brian Robbins
82693;Drama Comedy Romance;dancing philadelphia running based on novel depression;Silver Linings Playbook;122.0;6.9;4742;David O. Russell
1646;Crime Drama;black people based on novel holocaust ghetto diary;Freedom Writers;123.0;7.5;356;Richard LaGravenese
44944;Drama;female nudity poem rape love domestic violence;For Colored Girls;134.0;7.0;22;Tyler Perry
4108;Action Crime Thriller;car journey transportation auto human trafficking;The Transporter;92.0;6.6;1692;Louis Leterrier
8456;Drama Action;rebel martial arts underground fight training;Never Back Down;115.0;6.4;497;Jeff Wadlow
7341;Horror Thriller Science_Fiction;suicide male nudity female nudity fire nudity;The Rage: Carrie 2;104.0;5.1;76;Katt Shea
19255;Drama Comedy Romance;interracial relationship dead father reference to bob dylan biracial bedtime story;Away We Go;98.0;6.7;189;Sam Mendes
10187;Drama Comedy;usa president presidential election fox news;Swing Vote;120.0;5.8;65;Joshua Michael Stern
31005;Romance Drama;;Moonlight Mile;117.0;6.5;52;Brad Silberling
49517;Drama Thriller Mystery;spy cold war spying espionage mole;Tinker Tailor Soldier Spy;127.0;6.6;840;Tomas Alfredson
44857;Drama Comedy Romance;;Molly;102.0;5.5;14;John Duigan
50780;Drama;puppet woman director;The Beaver;91.0;6.3;276;Jodie Foster
16363;Comedy;brothel corset crusader musical governor;The Best Little Whorehouse in Texas;114.0;5.9;41;Colin Higgins
1946;Action Thriller Science_Fiction Horror;video game hacker bodyguard pop star virtual reality;eXistenZ;97.0;6.7;475;David Cronenberg
85;Adventure Action;saving the world riddle nepal himalaya cairo;Raiders of the Lost Ark;115.0;7.7;3854;Steven Spielberg
772;Comedy Family Adventure Crime;holiday new york new york city christmas;Home Alone 2: Lost in New York;120.0;6.3;2395;Chris Columbus
840;Science_Fiction Drama;indiana obsession extraterrestrial technology evacuation blackout;Close Encounters of the Third Kind;135.0;7.2;1098;Steven Spielberg
9682;Horror Thriller;suicide hacker death of a friend website remake;Pulse;90.0;5.0;150;Jim Sonzero
96;Action Comedy Crime;smuggling of arms detective intensive care undercover strip club;Beverly Hills Cop II;100.0;6.1;613;Tony Scott
10678;Comedy;prison ex-boyfriend support escape lawyer;Bringing Down the House;105.0;5.4;183;Adam Shankman
274;Crime Drama Thriller;based on novel psychopath horror suspense serial killer;The Silence of the Lambs;119.0;8.1;4443;Jonathan Demme
8872;Music Comedy;tv show heavy metal television producer woman director;Wayne's World;94.0;6.5;728;Penelope Spheeris
16290;Comedy Documentary Action;pain stunts stuntman stupidity comedy;Jackass 3D;94.0;6.4;428;Jeff Tremaine
579;Horror Thriller;mayor island police chief sailing boat accident;Jaws 2;116.0;5.9;406;Jeannot Szwarc
14405;Adventure Comedy Family;dog dirt chihuahua pinata potted plant duringcreditsstinger;Beverly Hills Chihuahua;91.0;4.9;209;Raja Gosnell
138843;Horror Thriller;sister sister relationship exorcism rhode island based on true story farmhouse;The Conjuring;112.0;7.4;3092;James Wan
11637;Adventure Comedy Family Romance;car journey macho road trip children pretty woman;Are We There Yet?;95.0;5.2;221;Brian Levant
226486;Comedy;;Tammy;97.0;5.0;500;Ben Falcone
1584;Comedy Music;rock and roll rock high school music band;School of Rock;108.0;6.7;1414;Richard Linklater
9312;Action Fantasy;martial arts monster island gore sorcerer;Mortal Kombat;101.0;5.4;442;Paul W.S. Anderson
12153;Comedy;undercover fbi fish out of water high society buddy cop;White Chicks;109.0;6.3;679;Keenen Ivory Wayans
65057;Comedy Drama;hawaii father-in-law daughter cheating wife beach house;The Descendants;115.0;6.7;934;Alexander Payne
8326;Adventure Family Drama Comedy;curse suitor false accusations reference to annabel lee digging;Holes;117.0;6.7;383;Andrew Davis
35690;Drama Family Romance;brother sister relationship new love daughter summer vacation woman director;The Last Song;107.0;6.9;923;Julie Anne Robinson
76203;Drama History;whip kidnapping slavery plantation night shift;12 Years a Slave;134.0;7.9;3674;Steve McQueen
13497;Drama Romance Comedy Music;music rehearsal fraternity initiation television broadcast white male pretending to be black sorority party;Drumline;118.0;6.2;116;Charles Stone III
35688;Comedy Romance;;Why Did I Get Married Too?;121.0;6.1;29;Tyler Perry
162;Fantasy Drama Romance;underdog love at first sight hairdresser small town scissors;Edward Scissorhands;105.0;7.5;3601;Tim Burton
296096;Drama Romance;england based on novel depression small town wheelchair;Me Before You;110.0;7.6;2562;Thea Sharrock
103370;Drama Comedy Crime;;Madea's Witness Protection;114.0;5.9;52;Tyler Perry
1051;Action Crime Thriller;police brutality marseille night life attempted murder drug dealer;The French Connection;104.0;7.4;422;William Friedkin
376659;Comedy;alcohol bar party divorce family;Bad Moms;100.0;6.3;1252;Jon Lucas
10073;Comedy;date diary parents-in-law bridegroom wedding;Date Movie;83.0;3.6;222;Jason Friedberg
16690;Adventure Fantasy Animation Family;animation;Return to Never Land;72.0;6.1;290;Robin Budd
273895;History Drama;alabama martin luther king president black american civil rights;Selma;127.0;7.4;817;Ava DuVernay
14873;Family Animation Adventure;river musical tiger village feral child;The Jungle Book 2;72.0;5.6;269;Steve Trenbirth
8968;Thriller Horror Drama Mystery;nightmare hallucination childhood trauma break-up hometown;Boogeyman;89.0;4.6;191;Stephen T. Kay
9963;Thriller Drama Mystery;deja vu dying and death time travel loss of husband car crash;Premonition;96.0;5.8;381;Mennan Yapo
15655;Animation Family;owl donkey tiger piglet bear;The Tigger Movie;77.0;6.3;143;Jun Falkenstein
21208;Horror Thriller Mystery;nun deaf-mute orphan all girl troubled marriage;Orphan;123.0;6.7;1261;Jaume Collet-Serra
272878;Adventure Drama Family;afghanistan war based on true story rescue betrayal;Max;111.0;6.8;276;Boaz Yakin
9760;Action Adventure Comedy;;Epic Movie;86.0;3.2;326;Jason Friedberg
314365;Drama Thriller History;child abuse journalism judge florida boston;Spotlight;128.0;7.8;2686;Tom McCarthy
13279;Drama Crime Thriller;vandalism harassment neighbor house party shot to death;Lakeview Terrace;110.0;5.9;292;Neil LaBute
1975;Horror Thriller;remake little boy curse;The Grudge 2;102.0;5.2;283;Takashi Shimizu
33644;Comedy Drama Romance;black people age difference jamaica vacation female protagonist;How Stella Got Her Groove Back;124.0;6.0;24;Kevin Rodney Sullivan
1649;Adventure Comedy Family Fantasy Science_Fiction;future dying and death heaven time travel heavy metal;Bill & Ted's Bogus Journey;98.0;5.9;308;Peter Hewitt
9895;Comedy Drama Romance Thriller;usa president presidential election comedian;Man of the Year;115.0;5.8;129;Barry Levinson
9570;Adventure Family Science_Fiction Action;killer robot space marine ghost ship black hole;The Black Hole;98.0;6.1;131;Gary Nelson
27579;Crime Drama Thriller;prostitute sweden suspense priest very little dialogue;The American;104.0;5.8;481;Anton Corbijn
16052;Drama;musical tejano elopement bustier fan club;Selena;127.0;7.0;114;Gregory Nava
40264;Horror Comedy;vampire high school prom spoof horror spoof;Vampires Suck;82.0;4.2;315;Jason Friedberg
1164;Drama;terror loss of mother gun morocco deaf-mute;Babel;143.0;6.9;1055;Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
239678;Drama Comedy;based on novel funeral dysfunctional family death of father man child;This Is Where I Leave You;103.0;6.5;505;Shawn Levy
14359;Drama Mystery;sexual abuse boy wine gift janitor;Doubt;104.0;7.0;435;John Patrick Shanley
3989;Music Adventure Animation Action Comedy;paris france cairo capitalism loss of lover;Team America: World Police;98.0;6.6;660;Trey Parker
76617;Horror Thriller;sequel gore leatherface slasher chainsaw;Texas Chainsaw 3D;92.0;5.3;465;John Luessenhop
1710;Drama Thriller;police brutality psychology police operation police protection serial killer;Copycat;124.0;6.4;194;Jon Amiel
4258;Comedy;sequel parody spoof aftercreditsstinger duringcreditsstinger;Scary Movie 5;86.0;4.6;793;Malcolm D. Lee
20391;Drama Action Comedy Western Music;mining prospector;Paint Your Wagon;158.0;6.2;63;Joshua Logan
10139;History Drama;gay san francisco homophobia mayor biography;Milk;128.0;7.1;612;Gus Van Sant
335778;Action;christianity jesus christ apostle crucifixion jerusalem;Risen;107.0;5.7;295;Kevin Reynolds
9645;Horror Mystery Thriller;cruise pilot ghost ship;Ghost Ship;91.0;5.3;531;Steve Beck
55465;Comedy;holiday indian lead beer christmas tree cannabis;A Very Harold & Kumar Christmas;108.0;6.0;328;Todd Strauss-Schulson
617;Crime Drama Mystery;upper class poison sailboat rape sexual abuse;Wild Things;108.0;6.3;444;John McNaughton
19904;Horror Thriller Mystery;step father remake;The Stepfather;101.0;5.4;167;Nelson McCormick
48289;Drama Thriller;beach mossad secret agent insane asylum lye;The Debt;113.0;6.3;257;John Madden
243;Comedy Drama Romance Music;chicago music record rock and roll record store soul;High Fidelity;113.0;7.0;628;Stephen Frears
6933;Horror Mystery Thriller;candy loss of sister mobile phone answering machine dying and death;One Missed Call;87.0;4.7;171;Eric Valette
17182;Drama Thriller;rape gun self-defense grieving parents;Eye for an Eye;101.0;5.8;63;John Schlesinger
8848;Thriller Crime Drama;infidelity subway car dealer vault mannequin;The Bank Job;112.0;6.6;697;Roger Donaldson
38;Science_Fiction Drama Romance;deja vu regret jealousy amnesia dream;Eternal Sunshine of the Spotless Mind;108.0;7.9;3652;Michel Gondry
38303;Comedy Romance;brother sister relationship marriage bully duringcreditsstinger;You Again;105.0;6.0;368;Andy Fickman
1266;Action Crime Drama Thriller;police los angeles;Street Kings;109.0;6.3;363;David Ayer
107985;Comedy Action Science_Fiction;end of the world apocalypse trilogy homage;The World's End;109.0;6.7;1778;Edgar Wright
14043;Action Adventure Crime Family Mystery;california detective based on novel dream kidnapping;Nancy Drew;99.0;5.8;143;Andrew Fleming
34016;Comedy Romance;confidence romantic comedy dating insecurity airport security;She's Out of My League;104.0;5.9;525;Jim Field Smith
59860;Adventure Comedy Romance;monte carlo mistaken identity look-alike young woman texan;Monte Carlo;109.0;6.0;593;Thomas Bezucha
10069;Horror Thriller;video game hacker virtual reality virtual fight baroness;Stay Alive;100.0;5.3;155;William Brent Bell
9588;Romance Action Adventure Western Drama;australian chase;Quigley Down Under;119.0;6.5;119;Simon Wincer
9954;Action Adventure Fantasy Horror Science_Fiction;magic male friendship college supernatural powers teenager;The Covenant;97.0;5.2;288;Renny Harlin
10115;Comedy Drama;gymnastics trainer puberty training sport;Stick It;105.0;6.3;148;Jessica Bendinger
25132;Comedy Family;;Shorts;89.0;5.1;44;Robert Rodriguez
577;Fantasy Drama Comedy Thriller;adultery winter obsession television new hampshire;To Die For;106.0;6.7;175;Gus Van Sant
328387;Mystery Adventure Crime;based on novel technology internet hacking teenager;Nerve;96.0;7.1;2181;Henry Joost
12690;Drama Western Crime;small town rancher;Appaloosa;115.0;6.3;299;Ed Harris
9945;Action Drama Fantasy Horror Thriller;based on novel new mexico party vampire hunter revenge;Vampires;108.0;5.8;255;John Carpenter
539;Drama Horror Thriller;hotel clerk arizona shower rain;Psycho;109.0;8.2;2320;Alfred Hitchcock
13596;Romance Comedy;date sex bar test friendship;My Best Friend's Girl;101.0;5.4;220;Howard Deutch
226857;Drama Romance;teenage romance;Endless Love;103.0;6.7;542;Shana Feste
13159;Comedy Drama Romance;grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager;Georgia Rule;113.0;5.6;130;Garry Marshall
47941;Comedy;;Under the Rainbow;98.0;4.9;7;Steve Rash
526;Adventure Drama Fantasy Romance;moon monk swordplay bishop cathedral;Ladyhawke;121.0;6.8;260;Richard Donner
22796;Comedy Drama Family;illegitimate son;Simon Birch;114.0;6.5;52;Mark Steven Johnson
2355;Drama;confidence trauma leaving one's family childhood memory airplane;Reign Over Me;124.0;7.1;334;Mike Binder
5915;Adventure Drama;male nudity parents kids relationship camping cutting the cord self-discovery;Into the Wild;148.0;7.8;3045;Sean Penn
9842;Comedy Drama Romance;date competition lovesickness mentor traffic policeman;School for Scoundrels;100.0;5.6;111;Todd Phillips
61012;Thriller Horror Mystery;female protagonist another dimension based on video game mall occult ritual;Silent Hill: Revelation 3D;94.0;5.0;432;Michael J. Bassett
755;Horror Action Thriller Crime;dancing brother brother relationship sexual obsession showdown sheriff;From Dusk Till Dawn;108.0;6.9;1603;Robert Rodriguez
13682;Animation Family;;Pooh's Heffalump Movie;68.0;6.4;88;Frank Nissen
9089;Comedy Drama Romance;baltimore thanksgiving family clan family conflict generations conflict;Home for the Holidays;103.0;6.3;39;Jodie Foster
9470;Action Comedy Crime Fantasy;kung fu magic mafia defense gangster;功夫;99.0;7.2;831;Stephen Chow
18357;Adventure Comedy Family;human animal relationship musical clowning bear social satire;The Country Bears;88.0;4.3;20;Peter Hastings
7979;Drama;1970s afghanistan hang gliding war in afghanistan taliban;The Kite Runner;128.0;7.3;394;Marc Forster
470;Drama Crime Thriller;life and death transplantation suicide attempt desperation loss of family;21 Grams;124.0;7.2;918;Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
15644;Action Drama Thriller;independent film;Paparazzi;84.0;5.8;52;Paul Abascal
9582;Comedy Romance;infidelity bachelor blackmail fantasy truth;A Guy Thing;101.0;5.3;83;Chris Koch
10642;Drama Comedy Romance Family;college lost and found older brother younger sister woman director young adult;Loser;98.0;5.0;120;Amy Heckerling
22074;Documentary;usa capitalism capitalist wall street criticism and blame;Capitalism: A Love Story;120.0;7.0;167;Michael Moore
2428;Drama History;jesus christ biography epic;The Greatest Story Ever Told;199.0;6.5;41;George Stevens
290751;Crime Drama Mystery;fbi missing child;Secret in Their Eyes;111.0;6.2;336;Billy Ray
13805;Action Comedy;natural disaster violence mortal danger duringcreditsstinger;Disaster Movie;87.0;3.0;240;Jason Friedberg
4597;Action Crime Drama Thriller;robbery homeless person bank armored car truck;Armored;88.0;5.5;208;Nimr\u00f3d Antal
9414;Comedy Thriller Crime Action;london england bomb brother brother relationship helicopter based on novel;The Man Who Knew Too Little;97.0;6.5;125;Jon Amiel
63492;Comedy Romance;based on novel loser magazine womanizer mission;What's Your Number?;106.0;6.2;671;Mark Mylod
81796;Action Thriller Science_Fiction;usa president anti hero dementia future space;Lockout;95.0;5.8;715;Stephen St. Leger
10710;Comedy;jealousy inventor neighbor best friend milliionaire;Envy;99.0;4.8;139;Barry Levinson
15092;Action Thriller Crime;female nudity prostitute horse race heart strip club;Crank: High Voltage;96.0;5.9;861;Brian Taylor
11382;Action Comedy Thriller;lover (female) talent mafia boss author;Bullets Over Broadway;98.0;7.0;130;Woody Allen
15005;Drama;based on novel persia queen esther;One Night with the King;123.0;6.1;12;Michael O. Sajbel
8198;Drama Action Thriller Romance;terror journalist lover (female) saigon indochina;The Quiet American;101.0;6.4;81;Phillip Noyce
